companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
13069441,KACLINK INNOVATIONS LTD,"['41100', '41201', '41202']",ltd,1,'2022-12-31',2020-12-08,3,Southport,England,PR8 6HX,142 Forest Road
13069441,KACLINK INNOVATIONS LTD,"['41100', '41201', '41202']",ltd, 1, '2021-12-31',2020-12-08,3,Southport,England,PR8 6HX,142 Forest Road
14864877,KDL92 SERVICES LIMITED,['80100'],ltd,None,'None',2023-05-12,0,Southport,England,PR8 5JA,250 Jacksmere Lane
14864877,KDL92 SERVICES LIMITED,['80100'],ltd, None, 'None',2023-05-12,0,Southport,England,PR8 5JA,250 Jacksmere Lane
14870439,JSH SERVICES LTD,['62020'],ltd,None,'None',2023-05-15,0,Southport,England,PR9 9EF,29 Park Avenue
14870439,JSH SERVICES LTD,['62020'],ltd, None, 'None',2023-05-15,0,Southport,England,PR9 9EF,29 Park Avenue
14087126,SECURETHETING LTD,['68209'],ltd,None,'None',2022-05-05,1,Southport,England,PR9 9RZ,128 Cambridge Road
14087126,SECURETHETING LTD,['68209'],ltd, None, 'None',2022-05-05,1,Southport,England,PR9 9RZ,128 Cambridge Road
12247185,AFFORD HOUSING GROUP UK LTD,"['68100', '68201', '68209', '68320']",ltd,None,'None',2019-10-07,4,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
12247185,AFFORD HOUSING GROUP UK LTD,"['68100', '68201', '68209', '68320']",ltd, None,'None',2019-10-07,4,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
01993242,GROSVENOR COURT FLAT MANAGEMENT (SOUTHPORT) LIMITED,['98000'],ltd,10800,'2022-03-31',1986-02-27,37,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
01993242,GROSVENOR COURT FLAT MANAGEMENT (SOUTHPORT) LIMITED,['98000'],ltd, 8363, '2021-03-31',1986-02-27,37,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
10926669,MY MORTGAGE MAESTROS LTD,['64922'],ltd,1176,'2022-07-31',2017-08-22,6,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
10926669,MY MORTGAGE MAESTROS LTD,['64922'],ltd, 1176, '2021-07-31',2017-08-22,6,Southport,England,PR8 1DQ,Williams And Co Pelican House 119c
14755612,GEORGIMIHA WHOLESALES LIMITED,['46220'],ltd,None,'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14755612,GEORGIMIHA WHOLESALES LIMITED,['46220'],ltd, None, 'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14756199,UDVAR EMYCRIS WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14756199,UDVAR EMYCRIS WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14756251,COBZARU MIHAELA CRISTINA WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14756251,COBZARU MIHAELA CRISTINA WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-03-24,0,Southport,England,PR8 1HX,18 Part Street
14757664,CARMYESANU WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-03-25,0,Southport,England,PR8 1HX,18 Part Street
14757664,CARMYESANU WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-03-25,0,Southport,England,PR8 1HX,18 Part Street
12072570,ARTYBITZ LTD,['47990'],ltd,1,'2021-12-31',2019-06-27,4,Southport,England,PR9 7NE,80 Botanic Road
12072570,ARTYBITZ LTD,['47990'],ltd, 4425, '2020-12-31',2019-06-27,4,Southport,England,PR9 7NE,80 Botanic Road
07593757,SHARBAX LIMITED,['49410'],ltd,None,'2022-08-31',2011-04-06,12,Southport,England,PR9 8EX,Moss Edge Farm
07593757,SHARBAX LIMITED,['49410'],ltd, 22850, '2021-08-31',2011-04-06,12,Southport,England,PR9 8EX,Moss Edge Farm
02292079,HALL STREET MANAGEMENT SERVICES LIMITED,['70100'],ltd,None,'None',1988-09-01,35,Southport,England,PR9 0SE,36 The Residences European House  28-30 Hall Street
02292079,HALL STREET MANAGEMENT SERVICES LIMITED,['70100'],ltd, None,'None',1988-09-01,35,Southport,England,PR9 0SE,36 The Residences European House  28-30 Hall Street
14758394,DENYMADI WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-03-25,0,Southport,England,PR8 1HX,18 Part Street
14758394,DENYMADI WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-03-25,0,Southport,England,PR8 1HX,18 Part Street
12567098,QUICKERDEALSUK LTD,['47910'],ltd,3244,'2021-04-30',2020-04-21,3,Southport,England,PR8 3EW,156 Heathfield Road
12567098,QUICKERDEALSUK LTD,['47910'],ltd, None, 'None',2020-04-21,3,Southport,England,PR8 3EW,156 Heathfield Road
14721716,VRW CONSULTING LTD,['62020'],ltd,None,'None',2023-03-10,0,Southport,England,PR8 6BQ,16 Myrtle Grove
14721716,VRW CONSULTING LTD,['62020'],ltd, None, 'None',2023-03-10,0,Southport,England,PR8 6BQ,16 Myrtle Grove
14513561,ANVIL GYM LIMITED,"['85510', '93110', '93199']",ltd,None,'None',2022-11-29,1,Southport,England,PR9 7SA,22 Ak Business Park
14513561,ANVIL GYM LIMITED,"['85510', '93110', '93199']",ltd, None, 'None',2022-11-29,1,Southport,England,PR9 7SA,22 Ak Business Park
13910043,W AND L ROBERTS SOCIAL CARE CONSULTANTS LIMITED,['84120'],ltd,None,'2023-03-31',2022-02-11,1,Southport,England,PR8 1SE,5 Duke Street
13910043,W AND L ROBERTS SOCIAL CARE CONSULTANTS LIMITED,['84120'],ltd, None, '2023-03-31',2022-02-11,1,Southport,England,PR8 1SE,5 Duke Street
13924992,MCKNIGHT PRODUCTIONS LTD,['59112'],ltd,None,'None',2022-02-18,1,Southport,England,PR8 3LR,17 Burnley Road
13924992,MCKNIGHT PRODUCTIONS LTD,['59112'],ltd, None, 'None',2022-02-18,1,Southport,England,PR8 3LR,17 Burnley Road
07178907,SOUTHPORT SOUP KITCHEN,['88990'],private-limited-guarant-nsc-limited-exemption,67393,'2022-08-31',2010-03-04,13,Southport,England,PR9 0TX,75 London Street
07178907,SOUTHPORT SOUP KITCHEN,['88990'],private-limited-guarant-nsc-limited-exemption, 61701, '2021-08-31',2010-03-04,13,Southport,England,PR9 0TX,75 London Street
13213475,OATH CAPITAL LIMITED,['59112'],ltd,None,'2022-02-28',2021-02-19,2,Southport,England,PR8 1PF,211-213 Lord Street
13213475,OATH CAPITAL LIMITED,['59112'],ltd, None, 'None',2021-02-19,2,Southport,England,PR8 1PF,211-213 Lord Street
13932687,PAYALLIANCE LIMITED,['62090'],ltd,None,'None',2022-02-22,1,Southport,England,PR9 0DF,31 Middlewell Court
13932687,PAYALLIANCE LIMITED,['62090'],ltd, None, 'None',2022-02-22,1,Southport,England,PR9 0DF,31 Middlewell Court
13932847,RIVER BEND HOME LIMITED,"['41202', '47910', '81300', '95220']",ltd,None,'None',2022-02-22,1,Southport,England,PR8 1SE,5 Duke Street
13932847,RIVER BEND HOME LIMITED,"['41202', '47910', '81300', '95220']",ltd, None, 'None',2022-02-22,1,Southport,England,PR8 1SE,5 Duke Street
13932921,TROPIC EVENTS LTD,['82301'],ltd,None,'None',2022-02-22,1,Southport,England,PR8 3TS,48 Easedale Drive
13932921,TROPIC EVENTS LTD,['82301'],ltd, None, 'None',2022-02-22,1,Southport,England,PR8 3TS,48 Easedale Drive
08291494,LISTE INVESTMENTS LTD,['41201'],ltd,None,'2022-11-30',2012-11-13,11,Southport,England,PR9 0NZ,Adelphi Chambers  30 Hoghton Street
08291494,LISTE INVESTMENTS LTD,['41201'],ltd, 7291, '2021-11-30',2012-11-13,11,Southport,England,PR9 0NZ,Adelphi Chambers  30 Hoghton Street
14758861,SAMCLEAN LIMITED,['81221'],ltd,None,'None',2023-03-26,0,Southport,England,PR9 8HX,10a Land Lane
14758861,SAMCLEAN LIMITED,['81221'],ltd, None, 'None',2023-03-26,0,Southport,England,PR9 8HX,10a Land Lane
13039697,LULWORTH DESIGN LIMITED,['71121'],ltd,1000,'2021-11-30',2020-11-24,3,Southport,England,PR8 3NR,651 Liverpool Road
13039697,LULWORTH DESIGN LIMITED,['71121'],ltd, None, 'None',2020-11-24,3,Southport,England,PR8 3NR,651 Liverpool Road
12488685,KRY SERVICES LIMITED,['88100'],ltd,10805,'2022-02-28',2020-02-28,3,Southport,England,PR8 5FD,9 Redwood Way
12488685,KRY SERVICES LIMITED,['88100'],ltd, 7928, '2021-02-28',2020-02-28,3,Southport,England,PR8 5FD,9 Redwood Way
12039759,SONAIDS LIMITED,['22290'],ltd,None,'2022-12-31',2019-06-07,4,Southport,England,PR9 0PG,55 Hoghton Street
12039759,SONAIDS LIMITED,['22290'],ltd, 4263, '2021-06-30',2019-06-07,4,Southport,England,PR9 0PG,55 Hoghton Street
14179892,DECONTAMIN8 SERVICES LTD,['81291'],ltd,None,'None',2022-06-17,1,Southport,England,PR8 1JR,Hesketh Mount
14179892,DECONTAMIN8 SERVICES LTD,['81291'],ltd, None, 'None',2022-06-17,1,Southport,England,PR8 1JR,Hesketh Mount
13681553,OPTIMUM SHINE WINDOW CLEANING LTD,['81221'],ltd,2372,'2022-10-31',2021-10-15,2,Southport,England,PR8 2TA,11 Harbury Avenue
13681553,OPTIMUM SHINE WINDOW CLEANING LTD,['81221'],ltd, None, 'None',2021-10-15,2,Southport,England,PR8 2TA,11 Harbury Avenue
02490298,SAXENHOLME FLAT MANAGEMENT (SOUTHPORT) LIMITED,['98000'],ltd,None,'2023-07-31',1990-04-09,33,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
02490298,SAXENHOLME FLAT MANAGEMENT (SOUTHPORT) LIMITED,['98000'],ltd, None, '2023-09-28',1990-04-09,33,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
07363254,LATHOM ROAD FLAT MANAGEMENT LIMITED,['68209'],private-limited-guarant-nsc,0,'2022-09-30',2010-09-02,13,Southport,England,PR9 0AW,Curlett Jones Estates  653 Lord Street
07363254,LATHOM ROAD FLAT MANAGEMENT LIMITED,['68209'],private-limited-guarant-nsc, 0, '2021-09-30',2010-09-02,13,Southport,England,PR9 0AW,Curlett Jones Estates  653 Lord Street
14955147,ALEX CONSTRUCTION BRP LIMITED,['41202'],ltd,None,'None',2023-06-22,0,Southport,England,PR9 0LE,4 Albert Road
14955147,ALEX CONSTRUCTION BRP LIMITED,['41202'],ltd, None, 'None',2023-06-22,0,Southport,England,PR9 0LE,4 Albert Road
14955474,WELLSTERN CONSULTING LIMITED,['70229'],ltd,None,'None',2023-06-23,0,Southport,England,PR9 0PA,28 Hoghton Street
14955474,WELLSTERN CONSULTING LIMITED,['70229'],ltd, None, 'None',2023-06-23,0,Southport,England,PR9 0PA,28 Hoghton Street
13555882,JBS HOME IMPROVEMENTS LTD,['41100'],ltd,None,'2022-08-31',2021-08-09,2,Southport,England,PR8 3NR,651 Liverpool Road
13555882,JBS HOME IMPROVEMENTS LTD,['41100'],ltd, None, 'None',2021-08-09,2,Southport,England,PR8 3NR,651 Liverpool Road
10016692,JASON DAVIS LIMITED,['55900'],ltd,None,'2022-02-28',2016-02-20,7,Southport,England,PR8 3AH,56 Dunster Road
10016692,JASON DAVIS LIMITED,['55900'],ltd, None, '2021-02-28',2016-02-20,7,Southport,England,PR8 3AH,56 Dunster Road
14956283,J&L LETS LTD,['68201'],ltd,None,'None',2023-06-23,0,Southport,England,PR9 0RA,4 Marlborough Road
14956283,J&L LETS LTD,['68201'],ltd, None, 'None',2023-06-23,0,Southport,England,PR9 0RA,4 Marlborough Road
14666807,ABUNDANTIA PROPERTY LIMITED,['43390'],ltd,None,'None',2023-02-16,0,Southport,England,PR8 3SG,1 Cornwall Way
14666807,ABUNDANTIA PROPERTY LIMITED,['43390'],ltd, None, 'None',2023-02-16,0,Southport,England,PR8 3SG,1 Cornwall Way
14155692,ICF CONSULTANCY LIMITED,['74909'],ltd,None,'None',2022-06-07,1,Southport,England,PR9 0NE,81 Avondale Road North
14155692,ICF CONSULTANCY LIMITED,['74909'],ltd, None, 'None',2022-06-07,1,Southport,England,PR9 0NE,81 Avondale Road North
13407433,LARKFIELD LANE LIMITED,"['68100', '68209']",private-limited-guarant-nsc,0,'2022-05-31',2021-05-18,2,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
13407433,LARKFIELD LANE LIMITED,"['68100', '68209']",private-limited-guarant-nsc, None, 'None',2021-05-18,2,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
12047262,JEL RENEWABLES LTD,['43210'],ltd,10530,'2022-06-30',2019-06-12,4,Southport,England,PR8 5EJ,111a Boundary Street
12047262,JEL RENEWABLES LTD,['43210'],ltd, 100, '2021-06-30',2019-06-12,4,Southport,England,PR8 5EJ,111a Boundary Street
14921644,HILL MECHANICAL SERVICES (NW) LIMITED,['41202'],ltd,None,'None',2023-06-07,0,Southport,England,PR8 1DQ,Unit 1  129a Eastbank Street
14921644,HILL MECHANICAL SERVICES (NW) LIMITED,['41202'],ltd, None, 'None',2023-06-07,0,Southport,England,PR8 1DQ,Unit 1  129a Eastbank Street
14917100,TM MARCEL LTD,['81229'],ltd,None,'None',2023-06-06,0,Southport,England,PR8 6LH,9 Argameols Close
14917100,TM MARCEL LTD,['81229'],ltd, None, 'None',2023-06-06,0,Southport,England,PR8 6LH,9 Argameols Close
12030969,OLAF 2019 LTD,['49410'],ltd,123,'2022-06-30',2019-06-04,4,Southport,England,PR8 6SJ,Ground Floor  25 Virginia Street
12030969,OLAF 2019 LTD,['49410'],ltd, 18141, '2021-06-30',2019-06-04,4,Southport,England,PR8 6SJ,Ground Floor  25 Virginia Street
09568767,POLARBLAST LTD,['81222'],ltd,20801,'2022-04-30',2015-04-30,8,Southport,England,PR9 8LR,12 Drewitt Crescent
09568767,POLARBLAST LTD,['81222'],ltd, 18066, '2021-04-30',2015-04-30,8,Southport,England,PR9 8LR,12 Drewitt Crescent
14150979,BARRON SCOUT PROPERTIES LIMITED,"['68209', '98000']",ltd,None,'None',2022-06-06,1,Southport,England,PR8 2JQ,20 Grosvenor Road
14150979,BARRON SCOUT PROPERTIES LIMITED,"['68209', '98000']",ltd, None, 'None',2022-06-06,1,Southport,England,PR8 2JQ,20 Grosvenor Road
13399150,JUST BRUSHES LIMITED,['47789'],ltd,1,'2022-05-31',2021-05-14,2,Southport,England,PR9 7PE,10 Mill Lane
13399150,JUST BRUSHES LIMITED,['47789'],ltd, None, 'None',2021-05-14,2,Southport,England,PR9 7PE,10 Mill Lane
14138358,KSB CONSULTANCY SERVICES LTD,['70229'],ltd,None,'None',2022-05-27,1,Southport,England,PR8 4HY,4 Bedford Road
14138358,KSB CONSULTANCY SERVICES LTD,['70229'],ltd, None, 'None',2022-05-27,1,Southport,England,PR8 4HY,4 Bedford Road
14931493,ILEANA SUKET WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-12,0,Southport,England,PR9 0EZ,4 Leicester Street
14931493,ILEANA SUKET WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-12,0,Southport,England,PR9 0EZ,4 Leicester Street
11306433,PREMIER ROOFING SOLUTIONS LTD,['43910'],ltd,25149,'2022-04-30',2018-04-12,5,Southport,England,PR9 7EE,17 Beech Grove
11306433,PREMIER ROOFING SOLUTIONS LTD,['43910'],ltd, 19500, '2021-04-30',2018-04-12,5,Southport,England,PR9 7EE,17 Beech Grove
14931465,GABRIEL ANGHEL WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-12,0,Southport,England,PR9 0EZ,4 Leicester Street
14931465,GABRIEL ANGHEL WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-12,0,Southport,England,PR9 0EZ,4 Leicester Street
04457937,19 MARLBOROUGH ROAD LIMITED,['98000'],ltd,3,'2021-12-31',2002-06-11,21,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
04457937,19 MARLBOROUGH ROAD LIMITED,['98000'],ltd, None, '2021-12-31',2002-06-11,21,Southport,England,PR9 0NS,Charlotte House  35-37 Hoghton Street
14108294,"PHOENIX RACE, RESTORE & REPAIR LTD",['45200'],ltd,None,'None',2022-05-16,1,Southport,England,PR8 4JF,146 Kew Road
14108294,"PHOENIX RACE, RESTORE & REPAIR LTD",['45200'],ltd, None, 'None',2022-05-16,1,Southport,England,PR8 4JF,146 Kew Road
14933714,TATIANA KUIUMCEANU WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-13,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14933714,TATIANA KUIUMCEANU WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-13,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14938429,IN PADUREA CU ALUNE WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-15,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14938429,IN PADUREA CU ALUNE WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-15,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14939924,CHITANUC RAMONA IOANA WHOLE SALES LIMITED,['46220'],ltd,None,'None',2023-06-16,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14939924,CHITANUC RAMONA IOANA WHOLE SALES LIMITED,['46220'],ltd, None, 'None',2023-06-16,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14165056,CASSOWARY STRATEGY LTD,['73110'],ltd,None,'None',2022-06-10,1,Southport,England,PR8 3AJ,25 Clovelly Drive
14165056,CASSOWARY STRATEGY LTD,['73110'],ltd, None, 'None',2022-06-10,1,Southport,England,PR8 3AJ,25 Clovelly Drive
13667095,MS CIVILS & SURFACING LTD,['43999'],ltd,128871,'2022-10-31',2021-10-07,2,Southport,England,PR8 1DQ,C/O Williams & Co  Pelican House 119c
13667095,MS CIVILS & SURFACING LTD,['43999'],ltd, None, 'None',2021-10-07,2,Southport,England,PR8 1DQ,C/O Williams & Co  Pelican House 119c
14936957,ROZA WHOLESAL LIMITED,['46220'],ltd,None,'None',2023-06-14,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14936957,ROZA WHOLESAL LIMITED,['46220'],ltd, None, 'None',2023-06-14,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14938443,UNGHIILE RECI TUDOR LIMITED,['46410'],ltd,None,'None',2023-06-15,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14938443,UNGHIILE RECI TUDOR LIMITED,['46410'],ltd, None, 'None',2023-06-15,0,Southport,England,PR8 6QF,Apartment 1 35 Scarisbrick New Road
14938543,TIMEA ANTAL WHOLE SALES LIMITED,['46220'],ltd,None,'None',2023-06-15,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14938543,TIMEA ANTAL WHOLE SALES LIMITED,['46220'],ltd, None, 'None',2023-06-15,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14938558,VICTORITA WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-15,0,Southport,England,PR9 0JH,14 Lathom Road
14938558,VICTORITA WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-15,0,Southport,England,PR9 0JH,14 Lathom Road
14936491,AVRAM ELN WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-14,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14936491,AVRAM ELN WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-14,0,Southport,England,PR9 0JF,Flat 4 10 Albany Road
14117517,EASTBOURNE (SOUTHPORT) RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc,None,'None',2022-05-19,1,Southport,England,PR9 0AN,631 Lord Street
14117517,EASTBOURNE (SOUTHPORT) RTM COMPANY LIMITED,['98000'],private-limited-guarant-nsc, None, 'None',2022-05-19,1,Southport,England,PR9 0AN,631 Lord Street
14939004,FARRINGTON ACCOUNTANTS LTD,['69201'],ltd,None,'None',2023-06-15,0,Southport,England,PR9 7NG,32 Botanic Road
14939004,FARRINGTON ACCOUNTANTS LTD,['69201'],ltd, None, 'None',2023-06-15,0,Southport,England,PR9 7NG,32 Botanic Road
14939195,CHEORCHEOCEA DULCIURI LIMITED,['46320'],ltd,None,'None',2023-06-15,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
14939195,CHEORCHEOCEA DULCIURI LIMITED,['46320'],ltd, None, 'None',2023-06-15,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
15005537,PORTLAND CONSULTING LTD,"['62020', '70229']",ltd,None,'None',2023-07-16,0,Southport,England,PR8 1HU,29 Portland Street
15005537,PORTLAND CONSULTING LTD,"['62020', '70229']",ltd, None, 'None',2023-07-16,0,Southport,England,PR8 1HU,29 Portland Street
12631483,KOREAN KITCHEN LTD,['56101'],ltd,4954,'2023-05-31',2020-05-29,3,Southport,England,PR9 9PL,39 Pilling Close
12631483,KOREAN KITCHEN LTD,['56101'],ltd, 7994, '2022-05-31',2020-05-29,3,Southport,England,PR9 9PL,39 Pilling Close
15008922,FRXA CLEANING LTD,['81221'],ltd,None,'None',2023-07-17,0,Southport,England,PR8 6JE,Flat 5 16 Ash Street
15008922,FRXA CLEANING LTD,['81221'],ltd, None, 'None',2023-07-17,0,Southport,England,PR8 6JE,Flat 5 16 Ash Street
15008930,RIRD SERVICES LTD,['81221'],ltd,None,'None',2023-07-17,0,Southport,England,PR8 6JE,Flat 5 16 Ash Street
15008930,RIRD SERVICES LTD,['81221'],ltd, None, 'None',2023-07-17,0,Southport,England,PR8 6JE,Flat 5 16 Ash Street
12414143,DHCH5 LIMITED,['87100'],ltd,None,'2021-03-31',2020-01-20,3,Southport,England,PR8 1QD,2-4 Lord Street
12414143,DHCH5 LIMITED,['87100'],ltd, None, 'None',2020-01-20,3,Southport,England,PR8 1QD,2-4 Lord Street
14389490,NATIONWIDE SERVICE CARE LIMITED,['99999'],ltd,None,'None',2022-09-30,1,Southport,England,PR9 0PR,71/73 Hoghton Street
14389490,NATIONWIDE SERVICE CARE LIMITED,['99999'],ltd, None, 'None',2022-09-30,1,Southport,England,PR9 0PR,71/73 Hoghton Street
12414200,DHCH2 LIMITED,['87100'],ltd,None,'2021-03-31',2020-01-20,3,Southport,England,PR8 1QD,2-4 Lord Street
12414200,DHCH2 LIMITED,['87100'],ltd, None, 'None',2020-01-20,3,Southport,England,PR8 1QD,2-4 Lord Street
15011619,NGUX SERVICES LTD,['81221'],ltd,None,'None',2023-07-18,0,Southport,England,PR9 0DA,30 Bath Street
15011619,NGUX SERVICES LTD,['81221'],ltd, None, 'None',2023-07-18,0,Southport,England,PR9 0DA,30 Bath Street
15008748,ANGLX CLEANING LTD,['81221'],ltd,None,'None',2023-07-17,0,Southport,England,PR9 0DA,30 Bath Street
15008748,ANGLX CLEANING LTD,['81221'],ltd, None, 'None',2023-07-17,0,Southport,England,PR9 0DA,30 Bath Street
15011661,NASTX SERVIXES LTD,['81221'],ltd,None,'None',2023-07-18,0,Southport,England,PR9 0DA,30 Bath Street
15011661,NASTX SERVIXES LTD,['81221'],ltd, None, 'None',2023-07-18,0,Southport,England,PR9 0DA,30 Bath Street
14243694,ANIRANK LTD,['82990'],ltd,None,'None',2022-07-19,1,Southport,England,PR9 8NW,26 Larkfield Lane
14243694,ANIRANK LTD,['82990'],ltd, None, 'None',2022-07-19,1,Southport,England,PR9 8NW,26 Larkfield Lane
14943346,DESENE ANIMATE WHOLESALE LIMITED,['46410'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14943346,DESENE ANIMATE WHOLESALE LIMITED,['46410'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14944011,MANUELA MANDRUT WHOLE SALES LIMITED,['46220'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14944011,MANUELA MANDRUT WHOLE SALES LIMITED,['46220'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14948084,WAREINGHHEAD LTD,['43991'],ltd,None,'None',2023-06-20,0,Southport,England,PR8 4NX,173 Liverpool Road
14948084,WAREINGHHEAD LTD,['43991'],ltd, None, 'None',2023-06-20,0,Southport,England,PR8 4NX,173 Liverpool Road
14943310,DULCETURI CALITATE WHOLESALE LIMITED,['46310'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14943310,DULCETURI CALITATE WHOLESALE LIMITED,['46310'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14940788,GEORGIANA BIGEA WHOLE SALES LIMITED,['46220'],ltd,None,'None',2023-06-16,0,Southport,England,PR9 0JH,14 Lathom Road
14940788,GEORGIANA BIGEA WHOLE SALES LIMITED,['46220'],ltd, None, 'None',2023-06-16,0,Southport,England,PR9 0JH,14 Lathom Road
14940856,ELENA CHIRU WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-16,0,Southport,England,PR9 0JH,14 Lathom Road
14940856,ELENA CHIRU WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-16,0,Southport,England,PR9 0JH,14 Lathom Road
14945599,DOINA OXENTI WHOLE SALES LIMITED,['46220'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14945599,DOINA OXENTI WHOLE SALES LIMITED,['46220'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14940568,PANAINTE MARICEL WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-16,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
14940568,PANAINTE MARICEL WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-16,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
14943446,FLO REN TIN A RADI TOIU WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14943446,FLO REN TIN A RADI TOIU WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,14 Lathom Road
14943803,ANISOARA ILISOI WHOLESALE LIMITED,['46220'],ltd,None,'None',2023-06-19,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
14943803,ANISOARA ILISOI WHOLESALE LIMITED,['46220'],ltd, None, 'None',2023-06-19,0,Southport,England,PR9 0JH,Flat 2 9 Lathom Road
15016499,FIRE RISK SOLUTIONS LIMITED,['84240'],ltd,None,'None',2023-07-20,0,Southport,England,PR8 3NJ,43 Limont Road
15016499,FIRE RISK SOLUTIONS LIMITED,['84240'],ltd, None, 'None',2023-07-20,0,Southport,England,PR8 3NJ,43 Limont Road
15017024,MSPEED LOGISTICS LIMITED,"['49410', '51210']",ltd,None,'None',2023-07-20,0,Southport,England,PR9 8EZ,79 New Lane Pace
15017024,MSPEED LOGISTICS LIMITED,"['49410', '51210']",ltd, None, 'None',2023-07-20,0,Southport,England,PR9 8EZ,79 New Lane Pace
15021125,MERAKI CLEANING LTD,"['47990', '81210', '81222', '81299']",ltd,None,'None',2023-07-23,0,Southport,England,PR9 0RD,7 East Street
15021125,MERAKI CLEANING LTD,"['47990', '81210', '81222', '81299']",ltd, None, 'None',2023-07-23,0,Southport,England,PR9 0RD,7 East Street
15024461,MIKE-VISION LTD,['96090'],ltd,None,'None',2023-07-24,0,Southport,England,PR8 5FE,Apartment 8 5 Bramble Court
15024461,MIKE-VISION LTD,['96090'],ltd, None, 'None',2023-07-24,0,Southport,England,PR8 5FE,Apartment 8 5 Bramble Court
